timestamp,P_kWperkWp,source_id,source_name
2023-11-20 02:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-20 03:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-20 04:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-20 05:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-20 06:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-20 07:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-20 08:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-20 09:00:00,0.11763,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-20 10:00:00,0.17952,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-20 11:00:00,0.22813999999999998,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-20 12:00:00,0.26358,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-20 13:00:00,0.09281,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-20 14:00:00,0.07657,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-20 15:00:00,0.15146,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-20 16:00:00,0.07156,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-20 17:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-20 18:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-20 19:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-20 20:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-20 21:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-20 22:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-20 23:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-21 00:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-21 01:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-21 02:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-21 03:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-21 04:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-21 05:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-21 06:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-21 07:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-21 08:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-21 09:00:00,0.08546,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-21 10:00:00,0.25396,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-21 11:00:00,0.09317,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-21 12:00:00,0.0975,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-21 13:00:00,0.18461000000000002,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-21 14:00:00,0.172,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-21 15:00:00,0.21893,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-21 16:00:00,0.051840000000000004,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-21 17:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-21 18:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-21 19:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-21 20:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-21 21:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-21 22:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-21 23:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-22 00:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-22 01:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-22 02:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-22 03:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-22 04:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-22 05:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-22 06:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-22 07:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-22 08:00:00,5e-05,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-22 09:00:00,0.29682,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-22 10:00:00,0.46676999999999996,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-22 11:00:00,0.5618,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-22 12:00:00,0.65726,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-22 13:00:00,0.5499400000000001,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-22 14:00:00,0.28776999999999997,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-22 15:00:00,0.12042,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-22 16:00:00,0.03735,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-22 17:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-22 18:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-22 19:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-22 20:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-22 21:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-22 22:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-22 23:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-23 00:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-23 01:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-23 02:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-23 03:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-23 04:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-23 05:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-23 06:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-23 07:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-23 08:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-23 09:00:00,0.02262,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-23 10:00:00,0.14465999999999998,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-23 11:00:00,0.13109,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-23 12:00:00,0.15641999999999998,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-23 13:00:00,0.15444999999999998,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-23 14:00:00,0.14208,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-23 15:00:00,0.03761,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-23 16:00:00,0.00752,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-23 17:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-23 18:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-23 19:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-23 20:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-23 21:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-23 22:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-23 23:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-24 00:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-24 01:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-24 02:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-24 03:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-24 04:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-24 05:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-24 06:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-24 07:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-24 08:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-24 09:00:00,0.13086,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-24 10:00:00,0.25242,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-24 11:00:00,0.27504,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-24 12:00:00,0.24534,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-24 13:00:00,0.24373,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-24 14:00:00,0.24180000000000001,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-24 15:00:00,0.12907,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-24 16:00:00,0.0639,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-24 17:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-24 18:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-24 19:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-24 20:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-24 21:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-24 22:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-24 23:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-25 00:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-25 01:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-25 02:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-25 03:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-25 04:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-25 05:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-25 06:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-25 07:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-25 08:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-25 09:00:00,0.22387,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-25 10:00:00,0.3573,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-25 11:00:00,0.33747000000000005,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-25 12:00:00,0.44366,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-25 13:00:00,0.24129,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-25 14:00:00,0.45513,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-25 15:00:00,0.28343,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-25 16:00:00,0.12678,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-25 17:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-25 18:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-25 19:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-25 20:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-25 21:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-25 22:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-25 23:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-26 00:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-26 01:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-26 02:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-26 03:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-26 04:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-26 05:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-26 06:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-26 07:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-26 08:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-26 09:00:00,0.0778,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-26 10:00:00,0.14896,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-26 11:00:00,0.2949,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-26 12:00:00,0.55492,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-26 13:00:00,0.5627300000000001,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-26 14:00:00,0.35675,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-26 15:00:00,0.11957999999999999,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-26 16:00:00,0.02497,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-26 17:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-26 18:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-26 19:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-26 20:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-26 21:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-26 22:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-26 23:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-27 00:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-27 01:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-27 02:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-27 03:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-27 04:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-27 05:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-27 06:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-27 07:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-27 08:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-27 09:00:00,0.005730000000000001,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-27 10:00:00,0.01493,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-27 11:00:00,0.019989999999999997,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-27 12:00:00,0.01188,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-27 13:00:00,0.01221,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-27 14:00:00,0.02053,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-27 15:00:00,0.03187,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-27 16:00:00,0.03066,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-27 17:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-27 18:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-27 19:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-27 20:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-27 21:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-27 22:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-27 23:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-28 00:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-28 01:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-28 02:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-28 03:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-28 04:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-28 05:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-28 06:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-28 07:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-28 08:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-28 09:00:00,0.23766,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-28 10:00:00,0.49137000000000003,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-28 11:00:00,0.60772,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-28 12:00:00,0.56396,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-28 13:00:00,0.54349,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-28 14:00:00,0.47106,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-28 15:00:00,0.32144,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-28 16:00:00,0.12759,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-28 17:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-28 18:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-28 19:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-28 20:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-28 21:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-28 22:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-28 23:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-29 00:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-29 01:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-29 02:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-29 03:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-29 04:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-29 05:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-29 06:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-29 07:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-29 08:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-29 09:00:00,0.14331,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-29 10:00:00,0.26677,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-29 11:00:00,0.41695,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-29 12:00:00,0.24428,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-29 13:00:00,0.09437999999999999,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-29 14:00:00,0.07156,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-29 15:00:00,0.031219999999999998,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-29 16:00:00,0.00707,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-29 17:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-29 18:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-29 19:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-29 20:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-29 21:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-29 22:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-29 23:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-30 00:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-30 01:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-30 02:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-30 03:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-30 04:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-30 05:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-30 06:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-30 07:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-30 08:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-30 09:00:00,0.24209999999999998,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-30 10:00:00,0.56124,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-30 11:00:00,0.6928500000000001,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-30 12:00:00,0.6709400000000001,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-30 13:00:00,0.55802,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-30 14:00:00,0.38205,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-30 15:00:00,0.15180000000000002,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-30 16:00:00,0.05306,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-30 17:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-30 18:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-30 19:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-30 20:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-30 21:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-30 22:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-11-30 23:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-01 00:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-01 01:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-01 02:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-01 03:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-01 04:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-01 05:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-01 06:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-01 07:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-01 08:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-01 09:00:00,0.19466,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-01 10:00:00,0.44066000000000005,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-01 11:00:00,0.63818,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-01 12:00:00,0.70217,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-01 13:00:00,0.70326,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-01 14:00:00,0.62595,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-01 15:00:00,0.43415,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-01 16:00:00,0.20063,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-01 17:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-01 18:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-01 19:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-01 20:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-01 21:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-01 22:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-01 23:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-02 00:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-02 01:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-02 02:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-02 03:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-02 04:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-02 05:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-02 06:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-02 07:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-02 08:00:00,0.0,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-02 09:00:00,0.33919,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-02 10:00:00,0.57124,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-02 11:00:00,0.7639400000000001,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
2023-12-02 12:00:00,0.81965,FR.CAED/3834.FACILITY,ESSO RAFFINAGE
